Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: Lower: [0], Upper: [1000], RMSE: 1.114, BIC: 72.634

Predictions
Note2: test2note2

Note: tenq

x,y_original,NeoHookean_ypred
1.60944,10.71567109,11.994457062669062
1.61397,10.83521009,12.104938144268091
1.61849,10.95819205,12.216171575979418
1.62298,11.0814233,12.327660944348075
1.62746,11.20362349,12.43989854795297
1.63191,11.32805743,12.552378895774925
1.636346667,11.45400501,12.665517633312907
1.64076,11.578602,12.779056221328487
1.64516,11.70393801,12.893248361107712
1.64953,11.83309073,13.007655535039913
1.65389,11.95888473,13.122796428551586
1.65823,12.08805811,13.238405367146273
1.66255,12.2191064,13.35447723747188
1.66685,12.34771191,13.471006824855968
1.67113,12.47891382,13.587988813276525
1.6754,12.60990143,13.705694613125695
1.67964,12.74223051,13.823567396066807
1.68387,12.87492793,13.942157566780986
1.68808,13.00881704,14.061182602439487
1.69227,13.14299326,14.180636706325439
1.69645,13.27630978,14.300802653371381
1.70061,13.41216945,14.421390566168405
1.70475,13.54916597,14.542394368702366
1.70887,13.68755381,14.663807883257686
1.71298,13.82487684,14.785923162506732
1.71707,13.96432692,14.908440367184982
1.72114,14.10303125,15.031353039371911
1.7252,14.2439583,15.154960300499623
1.72924,14.38479403,15.278954741868816
1.73326,14.52532851,15.40332962483242
1.73727,14.66767838,15.52839122784973
1.74126,14.81124658,15.6538244823617
1.74524,14.95454033,15.779940497886324
1.7492,15.10056077,15.906419057696725
1.753143333,15.24523906,16.0333606780644
1.75707,15.39107716,16.1607606270533
1.76099,15.53679934,16.288942293143627
1.76489,15.68539776,16.417467326011963
1.76877,15.83246779,16.546328165629838
1.77264,15.98198432,16.675853130283063
1.77649,16.13168294,16.805703649441632
1.78033,16.28259128,16.936213049599242
1.78415,16.43347769,17.067037431394535
1.78796,16.58582167,17.198515168745583
1.79176,16.73916871,17.330646021475026
1.79554,16.89074687,17.463078033731467
1.79931,17.04562507,17.59615724404722
1.80306,17.20149156,17.7295262625748
1.8068,17.35633196,17.863536277630327
1.81052,17.51288891,17.997824427402048
1.81423,17.6706944,18.132747087331715
1.81793,17.82752639,18.268303604651308
1.82161,17.98491262,18.404122849996163
1.82528,18.14464116,18.540569068769045
1.82894,18.30364395,18.677641439500324
1.83258,18.4637537,18.81496047218284
1.83621,18.62464681,18.952898373124654
1.83983,18.78549609,19.0914541505481
1.84343,18.94503959,19.230239862855242
1.84702,19.10693631,19.36963576649729
1.8506,19.26827533,19.5096406979665
1.85416,19.43421808,19.649858175381432
1.85772,19.59782272,19.79107467415609
1.86126,19.76536273,19.932495515429153
1.86478,19.93209484,20.07411085567722
1.8683,20.09822191,20.216723890388625
1.8718,20.2669012,20.35952281626161
1.87529,20.43560347,20.502909810557327
1.87877,20.60558979,20.64688326976091
1.88224,20.7779155,20.791441543569018
1.88569,20.94686996,20.936162005836096
1.88913,21.1186373,21.08145803573663
1.89256,21.2918482,21.227327806719696
1.89598,21.4664104,21.373769444847674
1.89939,21.64101385,21.520781028622665
1.90279,21.8109815,21.668360588816373
1.90617,21.98814055,21.816067625780335
1.90954,22.16490443,21.964332631898486
1.9129,22.34318938,22.11315346010144
1.91625,22.51759374,22.26252791512109
1.91959,22.69602538,22.412453753343822
1.92292,22.87688922,22.562928682667568
1.92624,23.05358693,22.71395036236277
1.92954,23.23545377,22.86505699023704
1.93284,23.41737447,23.017161918117463
1.93612,23.59737189,23.169340785633505
1.9394,23.78010941,23.32251896878242
1.94266,23.96456351,23.47575984377847
1.94591,24.14771357,23.62952622825777
1.94915,24.33043007,23.783815405967623
1.95238,24.51505428,23.93862461128358
1.9556,24.70203892,24.093951029112155
1.95881,24.889793,24.249791794797996
1.96201,25.07679618,24.406143994035347
1.9652,25.26496594,24.56300466278382
1.96838,25.44869642,24.72037078718875
1.97155,25.63968459,24.878239303505953
1.97471,25.82946652,25.03660709803096
1.97786,26.01874589,25.19547100703281
1.981,26.21164407,25.354827816692495
1.98413,26.40062988,25.51467426304591
1.98725,26.59086152,25.675007031931575
1.99036,26.78674983,25.83582275894296
1.99346,26.97805529,25.99711802938556
1.99655,27.17051642,26.15888937823878
1.99964,27.36623988,26.321661682417766
2.00271,27.56201659,26.484377839833314
2.00577,27.75901734,26.64755938767725
2.00882,27.95722208,26.811202659265806
2.01187,28.15344184,26.975845389431115
2.0149,28.34831346,27.14040419194011
2.01793,28.5489083,27.305961466978918
2.02095,28.74918467,27.471971921190715
2.02395,28.95181158,27.637876982180376
2.02695,29.15360221,27.804778735175375
2.02994,29.35009447,27.972121829738683
2.03292,29.5549514,28.139902221557236
2.03589,29.75813023,28.30811581561067
2.03886,29.96591737,28.477329895876814
2.04181,30.16640396,28.646400782469158
2.04476,30.3693106,28.816470492045305
2.04769,30.57690553,28.986381717063573
2.05062,30.78480671,29.157289932938426
2.05354,30.9903905,29.328612564516835
2.05645,31.19632897,29.50034518719233
2.05935,31.40302247,29.672483325652095
2.06225,31.61771312,29.84562120550689
2.06514,31.82652077,30.019162417568264
2.06801,32.03700457,30.192496668125568
2.07088,32.24566698,30.36682720280023
2.07374,32.46024503,30.541547099950154
2.0766,32.67250378,30.717267762376572
2.07944,32.88465699,30.892755572813105
2.08228,33.09524212,31.069241523207737
2.08511,33.30995354,31.24610457151911
2.08793,33.52255763,31.423339783125627
2.09074,33.540926,31.600942172901114
